	GSM1525024		GSM1525025		GSM1525026		GSM1525027		GSM1525028		GSM1525029		GSM1525030		GSM1525031		
ID_REF 	SAMPLE 1	Detection Pval	SAMPLE 2	Detection Pval	SAMPLE 3	Detection Pval	SAMPLE 4	Detection Pval	SAMPLE 5	Detection Pval	SAMPLE 6	Detection Pval	SAMPLE 7	Detection Pval	SAMPLE 8	Detection Pval	
ILMN_2703642	45.76685	0.5588973	43.04969	0.6591479	50.88021	0.5125313	45.75895	0.6817043	46.91018	0.9786968	56.53543	0.79198	62.99267	0.8922306	88.41843	0.9360902	
ILMN_2678851	1553.282	0	1611.5	0	1439.353	0	1474.963	0	3289.567	0	4501.392	0	5266.932	0	4227.879	0	
ILMN_3032501	65.59856	0.05889724	69.84062	0.04260652	69.8087	0.06390978	63.12632	0.0839599	92.62501	0.1265664	98.8281	0.1528822	189.8084	0.1290727	180.9633	0.112782	
ILMN_2648122	36.98039	0.9824561	40.844	0.8258145	46.94461	0.7493734	40.83831	0.9486216	56.85857	0.6278195	63.31871	0.5213032	89.80426	0.4887218	135.0464	0.3659148	
ILMN_2753021	581.4092	0	650.4803	0	744.145	0	575.5189	0	1375.257	0	1761.849	0	2596.847	0	1688.083	0	
ILMN_2687744	93.12656	0.005012531	81.2622	0.01503759	74.26402	0.04010025	78.5042	0.0112782	122.7146	0.03383459	203.0933	0.006265664	263.1029	0.04135338	191.3806	0.0764411	
ILMN_1229534	81.02972	0.01503759	82.08423	0.01378446	76.67513	0.03132832	82.08901	0.00877193	129.038	0.02756892	196.2055	0.006265664	248.3514	0.05639098	192.8986	0.07142857	
ILMN_2892856	297.6485	0	272.4339	0	304.1608	0	347.5079	0	833.3961	0	1297.591	0	1956.741	0	1411.6	0	
ILMN_1214800	162.1705	0	159.9579	0	139.7122	0	156.9708	0	307.7683	0	415.0735	0	498.773	0	416.9875	0	
ILMN_2892860	72.25684	0.03634085	59.01445	0.1203008	81.69414	0.02506266	76.84084	0.01503759	164.7103	0.003759399	242.278	0	388.2007	0.005012531	341.5777	0.001253133	
ILMN_2665959	202.5699	0	155.4575	0	205.8942	0	176.4226	0	452.8134	0	551.0954	0	824.9963	0	530.0722	0	
ILMN_2706597	47.25132	0.4674186	41.88656	0.7556391	46.67228	0.7756892	42.70292	0.8759398	53.19441	0.7894737	64.19593	0.4924812	94.45222	0.4486215	131.6827	0.3984962	
ILMN_2970742	196.4523	0	151.4321	0	137.2464	0	126.9758	0	264.274	0	300.5926	0	361.8384	0.005012531	269.9573	0.003759399	
ILMN_2682063	2388.977	0	2193.515	0	2369.174	0	2053.259	0	4401.633	0	4666.943	0	6596.465	0	4753.289	0	
ILMN_2942628	57.27255	0.1516291	65.99085	0.06140351	62.83282	0.1328321	61.84006	0.09273183	71.21335	0.2869674	77.60912	0.2781955	97.75905	0.4210526	113.4608	0.6278195	
ILMN_1223559	55.22773	0.1842105	52.4118	0.2105263	55.43341	0.2982456	51.05065	0.2882206	60.84103	0.4837093	67.57006	0.4085213	79.09921	0.6177945	118.9949	0.556391	
ILMN_2753932	44.76424	0.6203008	44.95425	0.5338346	52.31182	0.4260652	49.59577	0.3634085	77.91415	0.2293233	65.49492	0.4611529	78.5404	0.6315789	109.339	0.6679198	
ILMN_2753931	45.79865	0.5576441	53.89578	0.1817043	65.18716	0.1027569	50.30314	0.3258145	63.21533	0.4110276	62.60675	0.5426065	92.99232	0.4611529	163.4038	0.1779449	
ILMN_2957036	560.696	0	574.9504	0	526.1773	0	444.0746	0	1055.735	0	1161.559	0	1350.46	0	989.1851	0	
ILMN_2643067	864.4262	0	894.7104	0	946.6379	0	923.2857	0	1490.626	0	1622.589	0	2214.707	0	1487.66	0	
ILMN_2602548	68.33604	0.04761905	59.10987	0.1203008	59.08244	0.1992481	51.78917	0.2681704	91.39087	0.1365915	97.26273	0.1616541	130.4556	0.2781955	141.0559	0.3182957	
ILMN_2732291	51.40168	0.2781955	54.82656	0.1691729	59.54468	0.1879699	52.30572	0.2568922	64.78554	0.3759398	67.90147	0.4047619	82.79484	0.566416	120.612	0.5225564	
ILMN_2663996	66.84235	0.05263158	68.13175	0.04761905	67.8215	0.07894737	67.92325	0.04887218	125.8814	0.02882206	141.1933	0.02756892	272.0958	0.03508772	200.9182	0.05639098	
ILMN_1218413	3234.279	0	3403.719	0	3038.326	0	3500.987	0	5186.99	0	6401.538	0	8580.679	0	5970.392	0	
ILMN_1223375	103.3889	0	78.62677	0.02130326	84.61729	0.01879699	76.04505	0.01879699	199.9562	0	186.6045	0.006265664	319.8528	0.01503759	231.9618	0.01378446	
ILMN_1252308	77.87349	0.02255639	53.60312	0.1879699	69.73759	0.06390978	63.94563	0.07894737	126.8611	0.02756892	150.9369	0.01754386	229.5611	0.0764411	197.3271	0.05889724	
ILMN_2823733	64.49103	0.0689223	59.12829	0.1203008	68.84256	0.07142857	62.88774	0.0877193	91.39206	0.1365915	126.2367	0.05388471	184.7099	0.1365915	188.5079	0.08646616	
ILMN_2636349	73.82821	0.03634085	67.73507	0.05137845	70.40302	0.05889724	76.92132	0.01378446	91.45719	0.1353384	135.6211	0.03508772	257.2425	0.04636591	232.3502	0.01378446	
ILMN_2642886	303.027	0	264.8658	0	227.8816	0	217.0722	0	475.2982	0	569.6194	0	840.3594	0	526.3205	0	
ILMN_2718462	208.6616	0	187.1084	0	166.2062	0	180.2436	0	348.7386	0	381.2429	0	423.5156	0.003759399	391.5164	0	
ILMN_2442516	44.74186	0.622807	44.60844	0.5488722	51.90694	0.4473684	44.60417	0.7681704	59.66319	0.518797	62.90819	0.5350877	84.72112	0.5438597	118.7574	0.5601504	
ILMN_2462922	60.20039	0.1102757	52.22902	0.2130326	57.33298	0.2493734	51.14854	0.283208	90.91127	0.1403509	80.11824	0.2619048	136.0092	0.2631579	158.0744	0.2130326	
ILMN_1237483	75.48419	0.03258145	65.65071	0.06390978	69.31621	0.0651629	65.38787	0.06766918	104.4079	0.0689223	112.5129	0.0802005	129.8888	0.2807018	143.1074	0.2982456	
ILMN_2893063	435.2454	0	350.0378	0	439.9805	0	355.7027	0	824.7128	0	824.6192	0	1102.504	0	690.9752	0	
ILMN_1243591	40.73334	0.8822055	43.63661	0.6203008	54.54409	0.3283208	48.1226	0.4649123	48.31248	0.9573935	67.83059	0.406015	83.90543	0.5501253	86.91478	0.9498747	
ILMN_1232532	74.26995	0.03634085	64.46413	0.07017544	66.58926	0.08521304	73.28045	0.02631579	153.3582	0.00877193	116.5465	0.07142857	194.9349	0.1240602	190.5051	0.0764411	
ILMN_1231852	44.89099	0.6152882	46.70663	0.4348371	52.97932	0.3922306	40.79059	0.9486216	50.12744	0.906015	56.01837	0.8245614	65.64624	0.849624	101.9788	0.7769424	
ILMN_1212840	58.32305	0.1378446	56.73093	0.1390978	57.5827	0.2406015	53.64372	0.2230576	95.86193	0.09774436	117.1363	0.0689223	236.1759	0.0689223	167.6769	0.1578947	
ILMN_2691509	58.82774	0.1328321	53.31662	0.1942356	60.14159	0.1817043	53.9412	0.2180451	61.54732	0.452381	77.02782	0.2857143	116.0195	0.3233083	147.872	0.2694235	
ILMN_2690715	52.39732	0.2431078	57.92184	0.1328321	68.85564	0.07142857	57.75396	0.1466165	87.44528	0.1616541	120.3768	0.06015038	191.5678	0.1253133	173.0441	0.1353384	
ILMN_2607369	81.85825	0.01253133	92.99631	0.005012531	90.52243	0.01002506	86.6618	0.005012531	226.1161	0	285.177	0	399.3427	0.005012531	265.4631	0.005012531	
ILMN_2863905	222.3194	0	233.8793	0	216.096	0	196.6799	0	444.0007	0	522.7665	0	666.6715	0	517.145	0	
ILMN_2863903	377.4855	0	419.835	0	332.0345	0	333.9597	0	856.0433	0	831.2898	0	1284.104	0	903.1136	0	
ILMN_2780420	143.4103	0	103.7522	0.001253133	106.0077	0.002506266	98.04026	0.001253133	151.9979	0.0112782	166.5329	0.0112782	311.4109	0.02255639	217.9546	0.02380952	
ILMN_2595387	217.295	0	237.391	0	196.8699	0	210.5963	0	370.7258	0	499.6994	0	879.8132	0	516.3214	0	
ILMN_2923285	48.83096	0.3671679	51.99746	0.2218045	50.43406	0.5338346	45.10547	0.7293233	60.17265	0.4974937	73.1961	0.3245614	141.1809	0.245614	167.9767	0.1566416	
ILMN_2732476	81.89669	0.01253133	73.04501	0.03634085	80.52039	0.02506266	73.80235	0.02380952	132.9366	0.02005013	134.8291	0.03759398	177.9366	0.1466165	187.8002	0.09022556	
ILMN_2732475	67.2111	0.05137845	57.53594	0.1328321	61.27036	0.1591479	63.87665	0.07894737	152.2926	0.0112782	117.6975	0.06641604	312.3981	0.02130326	223.7516	0.01754386	
ILMN_2604922	1471.246	0	1269.341	0	1108.966	0	1026.821	0	2315.919	0	2533.027	0	3527.267	0	2320.442	0	
ILMN_2703286	63.11733	0.08145364	50.97902	0.2431078	54.30536	0.3370927	55.32575	0.1854637	92.51271	0.1278196	107.3492	0.09649123	147.6237	0.2218045	165.9384	0.1616541	
ILMN_2698423	40.38036	0.8972431	45.97374	0.4786967	44.94954	0.8796992	48.38026	0.443609	51.93759	0.8370928	61.63527	0.5864662	64.81783	0.8621554	81.31544	0.9749373	
ILMN_2676434	90.85266	0.006265664	70.02148	0.04135338	63.65598	0.1215539	73.08821	0.02631579	155.9487	0.007518797	142.139	0.02756892	221.547	0.08145364	185.1325	0.09774436	
ILMN_1240883	1440.332	0	1321.635	0	943.9147	0	1022.402	0	2309.791	0	1814.91	0	2329.487	0	1789.416	0	
ILMN_1259754	619.8336	0	478.4419	0	413.6523	0	409.5598	0	883.1817	0	746.019	0	972.9897	0	692.9819	0	
ILMN_2622735	769.3876	0	664.8003	0	605.9971	0	583.9022	0	1395.886	0	1615.493	0	2278.321	0	1602.593	0	
ILMN_1250630	187.0671	0	129.8372	0	117.9718	0	117.9549	0	328.7104	0	304.9312	0	439.8468	0	323.6117	0.001253133	
ILMN_2589433	170.2315	0	139.3213	0	123.7504	0	110.4868	0	283.2138	0	267.0288	0	323.1709	0.01378446	299.5329	0.002506266	
ILMN_3004302	228.1008	0	212.0928	0	170.7438	0	185.4754	0	370.7712	0	304.1408	0	422.9419	0.003759399	356.537	0	
ILMN_2979097	47.56617	0.4448622	52.56547	0.20802	51.52293	0.4774436	57.16285	0.1541353	141.073	0.01503759	98.23977	0.1566416	252.6625	0.04761905	218.6951	0.02380952	
ILMN_2680406	2518.462	0	2477.016	0	1909.667	0	2112.944	0	4661.642	0	5046.162	0	6271.595	0	5144.818	0	
ILMN_3161066	438.6576	0	418.214	0	328.7546	0	332.3333	0	751.8335	0	830.6204	0	1178.63	0	833.7817	0	
ILMN_1216416	2345.171	0	2100.891	0	2068.41	0	2024.665	0	3158.455	0	3994.122	0	3939.4	0	3689.783	0	
ILMN_2975856	489.353	0	486.0219	0	324.6945	0	478.0784	0	1416.528	0	1433.909	0	2154.867	0	1329.147	0	
ILMN_1214110	120.5298	0	104.8019	0.001253133	101.4445	0.003759399	98.07704	0.001253133	140.8097	0.01503759	147.9681	0.01879699	171.2788	0.1654135	172.3676	0.1365915	
ILMN_2651534	536.3833	0	418.4306	0	401.4606	0	399.0459	0	567.8589	0	628.4136	0	867.738	0	641.0615	0	
ILMN_2773302	256.6981	0	193.166	0	212.013	0	211.5659	0	498.0719	0	617.5645	0	831.1025	0	526.6826	0	
ILMN_2750669	111.6751	0	100.2669	0.003759399	84.86432	0.01629073	77.49315	0.01253133	129.7779	0.02255639	145.5408	0.02005013	198.868	0.1203008	144.511	0.2869674	
ILMN_2759335	150.1194	0	157.8342	0	130.4651	0	130.1939	0	315.004	0	311.8157	0	385.8771	0.005012531	344.9283	0.001253133	
ILMN_2715234	137.1634	0	117.6177	0	117.2699	0	107.1798	0	160.127	0.006265664	174.2302	0.01002506	205.7433	0.1065163	194.0489	0.0689223	
ILMN_2646456	89.85788	0.006265664	81.37566	0.01503759	82.29155	0.02380952	105.3822	0	223.7321	0	315.2371	0	528.049	0	492.1987	0	
ILMN_2745318	50.1272	0.3195489	54.96432	0.1666667	51.60382	0.4724311	54.92717	0.1954887	94.70135	0.1077694	100.7009	0.1428571	155.027	0.1992481	188.7805	0.08521304	
ILMN_2780316	759.3571	0	510.1789	0	534.2323	0	480.3007	0	870.9008	0	942.1361	0	1153.613	0	978.4482	0	
ILMN_2666190	2045.78	0	1879.605	0	1914.387	0	2032.606	0	2989.095	0	3105.999	0	4863.363	0	3426.137	0	
ILMN_3123120	1660.324	0	1380.992	0	1371.842	0	1304.056	0	2221.174	0	2189.934	0	3257.641	0	2044.407	0	
ILMN_1214277	68.01258	0.04887218	55.28506	0.1641604	66.94501	0.08521304	67.43357	0.05263158	114.497	0.04385965	122.1821	0.05889724	197.7996	0.122807	185.3168	0.09774436	
ILMN_2690873	1136.487	0	791.3339	0	760.7491	0	733.556	0	1617.246	0	1581.179	0	2174.56	0	1476.549	0	
ILMN_2959272	906.9128	0	928.9859	0	994.0583	0	805.9302	0	1379.723	0	1494.185	0	1721.205	0	1623.862	0	
ILMN_2804636	745.2166	0	647.5538	0	776.4177	0	614.1553	0	1665.8	0	1810.221	0	2801.817	0	1775.278	0	
ILMN_1244381	307.3891	0	303.7289	0	357.9595	0	387.9396	0	923.0353	0	1155.122	0	1458.249	0	1084.623	0	
ILMN_1244484	1279.333	0	1116.528	0	1361.455	0	1397.44	0	2028.885	0	2325.181	0	2809.955	0	1980.491	0	
ILMN_2957782	62.75941	0.0839599	66.61833	0.05513784	65.24416	0.1015038	58.98958	0.1278196	139.6862	0.01629073	125.2735	0.05388471	371.2412	0.005012531	225.5419	0.01378446	
ILMN_2942011	47.46247	0.4511278	41.7469	0.7656642	48.31421	0.6716792	43.1253	0.8508772	55.53567	0.697995	62.04203	0.5726817	62.939	0.8934837	179.3409	0.1177945	
ILMN_2658919	37.34369	0.981203	39.59396	0.9022557	44.87049	0.8847118	47.32582	0.5338346	57.63302	0.5977443	55.92839	0.8295739	85.20251	0.5363408	104.6942	0.7393484	
ILMN_1219026	49.11385	0.3558897	46.15155	0.4686717	64.15051	0.1165414	52.71655	0.2393484	83.51326	0.1917293	130.3728	0.04636591	248.7018	0.05513784	206.0298	0.04887218	
ILMN_2742675	795.5831	0	604.7789	0	436.9266	0	499.3487	0	1003.293	0	953.1272	0	1072.791	0	873.4576	0	
ILMN_2639442	223.6043	0	239.8977	0	146.8167	0	172.7972	0	864.8096	0	819.2907	0	419.1662	0.003759399	650.5783	0	
ILMN_1248041	756.4136	0	525.1572	0	335.33	0	346.1648	0	1301.96	0	963.2491	0	1193.145	0	856.4589	0	
ILMN_2891157	64.16638	0.0726817	58.82193	0.1240602	58.78653	0.20802	67.82671	0.05012531	197.9126	0	179.3167	0.01002506	254.2042	0.04761905	202.9774	0.05388471	
ILMN_2741882	50.5663	0.3057644	37.99911	0.9611529	48.40213	0.6691729	44.64707	0.764411	51.19096	0.8759398	51.23187	0.9548872	55.57539	0.9799499	77.55042	0.9887218	
ILMN_1257327	130.3418	0	123.3963	0	145.9814	0	126.1202	0	358.7296	0	356.6129	0	594.1904	0	345.3532	0.001253133	
ILMN_1222821	177.8216	0	158.1038	0	141.0145	0	112.7737	0	331.9354	0	420.508	0	580.2058	0	424.091	0	
ILMN_1238331	122.976	0	151.6685	0	148.2634	0	141.7447	0	292.7792	0	382.4522	0	492.5921	0	422.7824	0	
ILMN_1218144	43.16731	0.7481203	36.91495	0.9862155	48.89972	0.6340852	45.36015	0.70802	51.77397	0.8458647	49.31853	0.9824561	76.04549	0.6716792	111.1517	0.6478696	
ILMN_2773964	47.89908	0.4197995	46.74244	0.4348371	47.63171	0.7130326	47.71518	0.4912281	51.34208	0.8671679	50.7126	0.9699248	49.82001	0.9987469	75.06481	0.9937344	
ILMN_1212823	75.9306	0.03132832	56.34533	0.1453634	70.19732	0.06140351	55.29862	0.1867168	87.18992	0.1629073	108.8438	0.0914787	147.3117	0.2218045	154.5392	0.2330827	
ILMN_2729422	962.5974	0	723.0277	0	800.479	0	699.6298	0	676.2659	0	889.4419	0	1290.34	0	734.7831	0	
ILMN_1243741	378.6036	0	612.8719	0	466.8335	0	561.5873	0	1144.443	0	1711.199	0	1920.814	0	1704.181	0	
ILMN_2742686	47.64025	0.4423559	51.78551	0.2280702	61.16446	0.160401	45.56276	0.6967419	74.95186	0.2531328	86.96878	0.2142857	181.1759	0.1441103	153.4334	0.2343358	
ILMN_1252870	63.6269	0.0764411	62.84135	0.0839599	68.75331	0.07393484	64.99543	0.0689223	137.0345	0.01629073	160.0377	0.01253133	254.6049	0.04761905	199.7529	0.05764411	
ILMN_3137520	60.59208	0.1052632	58.44279	0.1253133	65.13525	0.1027569	56.23162	0.1666667	106.6483	0.06140351	119.2126	0.06390978	183.2319	0.1378446	168.4002	0.1566416	
ILMN_2900431	46.902	0.4962406	38.35635	0.9448621	49.24956	0.6065163	44.46309	0.7794486	52.76977	0.8045112	57.13916	0.7606516	61.70691	0.9197995	83.7758	0.9686717	
ILMN_2760272	52.42085	0.2431078	49.67499	0.2869674	53.28614	0.3796993	53.76304	0.2218045	69.14158	0.3045113	86.75097	0.2180451	149.4663	0.2180451	124.1566	0.4699248	
ILMN_2621507	59.48637	0.1253133	73.49123	0.03383459	66.75478	0.08521304	58.99507	0.1278196	77.3161	0.2318296	100.1675	0.1428571	125.314	0.2894737	121.2078	0.5137845	
ILMN_2625575	43.63054	0.7042606	42.12722	0.7443609	45.95697	0.8120301	43.38021	0.8358396	56.40924	0.6478696	60.69476	0.622807	86.54026	0.5225564	117.1152	0.5802005	
ILMN_2684413	146.2372	0	135.0366	0	155.3553	0	146.2253	0	324.4772	0	339.2566	0	663.6929	0	570.4103	0	
ILMN_2629544	42.78457	0.7719298	51.23284	0.2380952	48.62526	0.6528822	48.50393	0.4323308	61.31605	0.4573935	60.31488	0.6328321	77.75546	0.6441103	108.7122	0.6754386	
ILMN_2750818	40.33934	0.8984963	41.4215	0.7869674	47.93131	0.6917293	43.3171	0.8383459	80.88382	0.2005012	74.76472	0.3070175	104.6876	0.3734336	127.8572	0.4323308	
ILMN_2984935	455.7785	0	405.1895	0	372.686	0	416.7906	0	707.7592	0	686.8707	0	831.8436	0	666.6003	0	
ILMN_2610127	491.0173	0	505.4727	0	590.804	0	576.1206	0	1089.662	0	1574.177	0	972.7965	0	1299.109	0	
ILMN_2750801	5429.351	0	4478.9	0	5274.697	0	4226.618	0	7223.64	0	6659.563	0	8635.147	0	5629.944	0	
ILMN_2597840	70.356	0.03884712	62.41641	0.0877193	66.13972	0.09022556	65.38962	0.06766918	106.2747	0.06390978	94.4543	0.1754386	150.888	0.2117794	125.2734	0.4586466	
ILMN_2602687	187.682	0	125.7267	0	143.6922	0	110.3092	0	269.7989	0	221.8687	0	258.5305	0.04511278	235.7277	0.01253133	
ILMN_1239806	1240.65	0	958.65	0	1146.22	0	949.9594	0	1764.031	0	1645.452	0	2245.265	0	1490.744	0	
ILMN_2968807	317.8467	0	336.2179	0	307.3049	0	304.7024	0	442.935	0	652.4242	0	992.1052	0	606.0405	0	
ILMN_2704266	39.92572	0.9210526	40.60979	0.8320802	50.02808	0.5551379	45.02892	0.7368421	60.92296	0.4761905	64.78247	0.4774436	128.1924	0.2844611	123.1155	0.4849624	
ILMN_2952049	357.2968	0	359.2664	0	351.778	0	312.2534	0	648.2885	0	742.0967	0	1160.525	0	768.3658	0	
ILMN_2602151	118.0565	0	136.6295	0	109.3968	0.002506266	111.0681	0	296.5905	0	372.5538	0	478.2479	0	414.7696	0	
ILMN_2977212	52.29029	0.245614	49.25473	0.2982456	58.39317	0.216792	49.56922	0.3646617	62.61672	0.4273183	59.86804	0.6528822	72.69257	0.7293233	115.0548	0.6115288	
ILMN_2977210	1076.089	0	846.0226	0	830.6249	0	773.3526	0	1546.922	0	1814.848	0	2442.816	0	1657.261	0	
ILMN_2652260	608.1995	0	522.139	0	542.031	0	524.6561	0	954.2371	0	1366.656	0	1936.711	0	1210.405	0	
ILMN_2609494	59.61348	0.1215539	59.21184	0.1203008	50.47863	0.5300752	56.84066	0.1578947	81.98952	0.1942356	109.1368	0.09022556	123.3942	0.2957394	145.641	0.2807018	
ILMN_2763772	138.6466	0	108.8984	0.001253133	112.6574	0.002506266	93.75116	0.002506266	188.0464	0	183.9549	0.007518797	311.7325	0.02255639	273.5621	0.003759399	
ILMN_1255006	261.6972	0	228.8963	0	195.1587	0	200.0396	0	328.6895	0	408.6476	0	480.0899	0	374.6244	0	
ILMN_1259961	67.63503	0.05012531	69.77457	0.04260652	63.25848	0.1265664	68.11115	0.04761905	85.64799	0.1704261	103.3908	0.1253133	218.3905	0.08521304	160.1344	0.2017544	
ILMN_2703093	49.92829	0.3258145	49.62888	0.2894737	59.45956	0.1892231	49.94703	0.3446115	71.76653	0.2807018	71.27618	0.3358396	71.718	0.7468672	85.31886	0.9598997	
ILMN_2820877	59.6707	0.1203008	58.75586	0.1240602	77.12753	0.02756892	66.84527	0.05388471	129.3118	0.02631579	153.5511	0.01378446	229.8846	0.0764411	175.2782	0.1290727	
ILMN_2681694	55.01278	0.1854637	44.7491	0.5401003	55.12711	0.3070175	49.27299	0.3847118	53.91678	0.7606516	63.69332	0.5100251	69.51013	0.7869674	93.18956	0.8897243	
ILMN_2675776	45.2702	0.5914787	41.9334	0.7543859	47.64706	0.7130326	45.64157	0.6917293	49.70103	0.9210526	56.37749	0.8045112	85.32164	0.5338346	114.3195	0.6177945	
ILMN_2700393	47.60375	0.4448622	47.38181	0.3922306	50.75455	0.518797	44.99961	0.7393484	58.78288	0.5488722	62.69687	0.5413534	94.58864	0.4486215	89.55975	0.9273183	
ILMN_2729918	122.009	0	111.9895	0	117.2321	0	99.19239	0.001253133	174.2636	0.002506266	219.1036	0.001253133	275.138	0.03508772	232.0445	0.01378446	
ILMN_2595600	45.04441	0.6090226	46.46342	0.452381	52.82004	0.4035088	40.28153	0.9661654	57.39371	0.5989975	59.90364	0.6528822	104.5311	0.3734336	104.5301	0.7443609	
ILMN_2713507	48.35079	0.4010025	47.1027	0.4135338	57.19578	0.2518797	43.56444	0.8320802	53.8159	0.7656642	64.80595	0.4774436	74.15063	0.697995	133.1272	0.3859649	
ILMN_2693985	180.0698	0	134.0661	0	185.6225	0	147.944	0	356.002	0	395.0629	0	516.7564	0	384.7495	0	
ILMN_2874228	7409.262	0	6847.363	0	7523.658	0	7369.095	0	12743.84	0	14174.61	0	15158.9	0	13822.1	0	
ILMN_2707834	2396.264	0	1937.648	0	1897.027	0	1889.918	0	3797.835	0	4570.413	0	5341.834	0	4039.048	0	
ILMN_1227142	61.98739	0.09022556	52.66852	0.2067669	62.91178	0.131579	57.0954	0.1541353	107.8901	0.05889724	116.7216	0.07142857	190.3894	0.1253133	176.8431	0.1253133	
ILMN_2677935	52.20982	0.2531328	51.04296	0.2431078	54.5856	0.3270677	42.48563	0.8934837	62.26274	0.4323308	59.0036	0.6716792	65.50564	0.8508772	118.3802	0.5639098	
ILMN_2881322	7781.082	0	6978.715	0	6065.071	0	6706.013	0	11279.31	0	10816.87	0	14861.09	0	10863.22	0	
ILMN_2869225	4300.407	0	4285.512	0	4327.881	0	4302.805	0	8224.443	0	9309.623	0	11472.36	0	9956.662	0	
ILMN_2688863	182.4482	0	113.6949	0	115.4128	0	107.9428	0	138.5565	0.01629073	135.815	0.03508772	197.0736	0.1240602	211.9408	0.03508772	
ILMN_1222250	209.2726	0	145.8649	0	151.2061	0	153.1178	0	288.0334	0	271.4452	0	430.9846	0.001253133	289.5361	0.002506266	
ILMN_2659229	2309.556	0	1956.474	0	2343.252	0	1998.457	0	3552.709	0	4772.899	0	5804.938	0	3592.503	0	
ILMN_2678755	91.24049	0.006265664	93.53937	0.003759399	89.1076	0.01002506	98.74714	0.001253133	249.1915	0	271.3158	0	397.4784	0.005012531	348.2344	0	
ILMN_2685675	50.97124	0.2932331	51.02536	0.2431078	63.31165	0.1253133	55.4035	0.1854637	86.04986	0.1666667	103.0946	0.1265664	231.8877	0.07518797	167.4381	0.160401	
ILMN_2946482	4379.014	0	4081.726	0	4148.505	0	4148.841	0	7820.947	0	15101.81	0	10041.84	0	13836.52	0	
ILMN_2742807	6480.824	0	7358.912	0	8474.202	0	8204.07	0	14645.04	0	15279.96	0	16093.41	0	14438.73	0	
ILMN_1238227	1450.958	0	1393.964	0	1260.747	0	1237.414	0	2812.11	0	3288.632	0	4253.944	0	2812.26	0	
ILMN_2936118	429.0363	0	453.6361	0	399.551	0	416.0092	0	945.7463	0	970.4105	0	1222.846	0	1020.414	0	
ILMN_2999797	2881.46	0	2589.59	0	2899.134	0	2559.115	0	5468.216	0	4696.139	0	5672.515	0	4344.309	0	
ILMN_2882059	2227.96	0	1741.638	0	1821.786	0	1655.372	0	3716.475	0	4219.74	0	5282.009	0	3839.35	0	
ILMN_1221403	62.2823	0.08897243	54.95164	0.1666667	63.83506	0.1203008	54.55262	0.2030075	112.9812	0.04385965	129.3114	0.04761905	247.0725	0.05889724	197.669	0.05889724	
ILMN_2759235	8440.874	0	9006.712	0	10282.88	0	10326.91	0	18906.4	0	18173.28	0	20669.06	0	20034.57	0	
ILMN_2730005	1663.768	0	1496.225	0	1536.63	0	1315.82	0	2323.169	0	1955.766	0	2364.211	0	1892.618	0	
ILMN_2857570	6545.732	0	6177.274	0	6473.78	0	6099.732	0	11934.04	0	12833.37	0	15629.35	0	12255.07	0	
ILMN_2974021	9819.561	0	10684.84	0	9974.619	0	10386.83	0	14531.06	0	15651.5	0	16383.01	0	16918.43	0	
ILMN_2878430	1384.529	0	1086.242	0	1044.955	0	1005.022	0	2433.702	0	2371.006	0	3448.497	0	2064.077	0	
ILMN_3073486	2611.355	0	2096.137	0	2441.338	0	2151.418	0	4214.508	0	4680.215	0	6336.716	0	4269.249	0	
ILMN_3152328	10614.62	0	9454.388	0	9962.547	0	9254.051	0	15514.8	0	17176.36	0	18020.87	0	16843.56	0	
ILMN_2682218	6440.8	0	7397.455	0	8268.042	0	6493.253	0	12427.75	0	12893.71	0	14623.61	0	12860.84	0	
ILMN_1227440	15135.72	0	15457.76	0	15168.12	0	15367.1	0	20532.87	0	19050.73	0	20790.11	0	19764.2	0	
ILMN_2753219	3832.882	0	3129.492	0	3314.78	0	3589.823	0	6742.479	0	7337.16	0	8217.186	0	6947.541	0	
ILMN_2967528	4822.575	0	4579.244	0	4540.458	0	4618.35	0	7895.515	0	7055.565	0	8995.518	0	7114.968	0	
ILMN_2696977	15480.11	0	14701.64	0	15947.22	0	16579.37	0	19424.02	0	16445.37	0	20050.9	0	18446.86	0	
ILMN_1223052	49.81574	0.3320802	47.49635	0.3847118	50.01857	0.5551379	47.30733	0.5338346	66.35313	0.3446115	79.72704	0.2631579	112.7072	0.3383459	131.1554	0.4035088	
ILMN_1236446	49.5918	0.3408521	49.21006	0.2994987	57.95441	0.226817	55.01369	0.1917293	97.08356	0.0952381	103.4005	0.1253133	246.6738	0.05889724	188.0657	0.08897243	
ILMN_3135931	20890.44	0	19065.7	0	19665.72	0	20097.21	0	18573.04	0	21027.12	0	18386.43	0	19244.71	0	
ILMN_2594971	431.4774	0	379.3886	0	411.0032	0	363.2017	0	983.442	0	779.5071	0	1109.375	0	755.2313	0	
ILMN_2711551	7856.642	0	7269.47	0	8715.117	0	8072.921	0	13395.81	0	15340	0	15225.31	0	15238.13	0	
ILMN_2684892	45.23465	0.5927318	39.86968	0.8884712	48.64582	0.650376	45.69002	0.6879699	69.92685	0.2994987	66.1296	0.4411027	86.19729	0.5225564	114.5574	0.6165413	
ILMN_2649810	44.03194	0.6741855	44.39314	0.5689223	50.25044	0.5426065	47.78716	0.4899749	78.48507	0.2180451	82.04315	0.2481203	107.7305	0.358396	96.04071	0.8596491	
